RowID,OrderID,OrderDate,ShipDate,CustomerID,CustomerName,PostalCode,City,State,Country,Region,Market,Segment,ProductID,Category,SubCategory,ProductName,OrderPriority,ShipMode,Sales,Quantity,Discount,Profit,ShippingCost
48810,EG-2013-RA928538-41488,08-02-13,08-04-13,RA-928538,Ralph Arnett,,Cairo,Al Qahirah,Egypt,North Africa,Africa,Consumer,TEC-MA-5503,Technology,Machines,"Okidata Inkjet, Wireless",Critical,Second Class,$314.10 ,1,0,$131.91 ,$78.82 
15645,ES-2015-SE2011064-42122,4/28/2015,05-03-15,SE-2011064,Sanjit Engle,,Sesto San Giovanni,Lombardy,Italy,Southern Europe,Europe,Consumer,FUR-FU-3940,Furniture,Furnishings,"Deflect-O Frame, Black",High,Standard Class,$990.36 ,9,0,$435.51 ,$78.82 
12067,ES-2015-AH1021045-42237,8/21/2015,8/27/2015,AH-1021045,Alan Hwang,,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,Consumer,OFF-AP-4743,Office Supplies,Appliances,"Hoover Stove, Red",Low,Standard Class,$511.62 ,1,0.1,$227.37 ,$78.80 
46995,SF-2014-AH120117-41770,05-11-14,5/16/2014,AH-120117,Adrian Hane,,Johannesburg,Gauteng,South Africa,Southern Africa,Africa,Home Office,OFF-AP-4738,Office Supplies,Appliances,"Hoover Refrigerator, White",Medium,Standard Class,"$1,048.80 ",2,0,$209.76 ,$78.77 
22815,IN-2013-EH141857-41425,5/31/2013,06-06-13,EH-141857,Evan Henry,,Perth,Western Australia,Australia,Oceania,Asia Pacific,Consumer,TEC-CO-4581,Technology,Copiers,"Hewlett Ink, High-Speed",Medium,Standard Class,"$1,189.73 ",9,0.1,($106.00),$78.77 
1379,MX-2012-PG1882082-41208,10/26/2012,10/30/2012,PG-1882082,Patrick Gardner,,Frontera,Tabasco,Mexico,Central America,LATAM,Consumer,FUR-BO-5966,Furniture,Bookcases,"Sauder Library with Doors, Metal",High,Standard Class,"$1,238.69 ",6,0.2,$61.85 ,$78.76 
1824,MX-2013-MG1820518-41447,6/22/2013,6/27/2013,MG-1820518,Mitch Gastineau,,Resende,Rio de Janeiro,Brazil,South America,LATAM,Corporate,TEC-PH-5826,Technology,Phones,"Samsung Headset, VoIP",High,Standard Class,$439.74 ,9,0,$153.90 ,$78.76 
40459,CA-2014-AG10900140-41982,12-09-14,12/13/2014,AG-109001402,Arthur Gainer,54703,Eau Claire,Wisconsin,United States,Central US,USCA,Consumer,FUR-CH-4661,Furniture,Chairs,Hon GuestStacker Chair,Medium,Standard Class,$680.01 ,3,0,$176.80 ,$39.74 
10658,ES-2015-MH1762048-42257,09-10-15,9/14/2015,MH-1762048,Matt Hagelstein,,Herford,North Rhine-Westphalia,Germany,Western Europe,Europe,Corporate,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",High,Standard Class,$732.06 ,3,0,$219.60 ,$78.76 
24485,IN-2013-PC1874527-41534,9/17/2013,9/23/2013,PC-1874527,Pamela Coakley,,Suzhou,Gansu,China,Eastern Asia,Asia Pacific,Corporate,TEC-CO-3602,Technology,Copiers,"Brother Ink, Laser",Low,Standard Class,$883.80 ,6,0,$114.84 ,$78.75 
24673,IN-2012-PP1895527-41205,10/23/2012,10/29/2012,PP-1895527,Paul Prost,,Wafangdian,Liaoning,China,Eastern Asia,Asia Pacific,Home Office,TEC-CO-6010,Technology,Copiers,"Sharp Wireless Fax, Digital",Medium,Standard Class,"$1,422.24 ",4,0,$526.20 ,$78.75 
10296,ES-2015-AS10045139-42042,02-07-15,02-11-15,AS-10045139,Aaron Smayling,,Leeds,England,United Kingdom,Northern Europe,Europe,Corporate,TEC-AC-5887,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",High,Standard Class,$388.92 ,7,0,$0.00 ,$78.74 
49041,AG-2012-BM17853-41052,5/23/2012,5/26/2012,BM-17853,Bryan Mills,,Guelma,Guelma,Algeria,North Africa,Africa,Consumer,FUR-BO-5950,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",Critical,First Class,$874.68 ,2,0,$148.68 ,$78.70 
27639,IN-2012-SC2068021-40975,03-07-12,03-12-12,SC-2068021,Steve Carroll,,Phnom Penh,Phnom Penh,Cambodia,Southeastern Asia,Asia Pacific,Home Office,FUR-TA-3762,Furniture,Tables,"Chromcraft Computer Table, with Bottom Storage",Medium,Standard Class,"$1,330.29 ",3,0,$292.59 ,$78.66 
6398,MX-2014-MP1796582-41775,5/16/2014,5/16/2014,MP-1796582,Michael Paige,,Hermosillo,Sonora,Mexico,Central America,LATAM,Corporate,FUR-CH-5456,Furniture,Chairs,"Office Star Swivel Stool, Red",High,Same Day,$463.84 ,5,0.2,$46.34 ,$78.65 
23258,IN-2014-Dp1324066-41798,06-08-14,06-08-14,Dp-1324066,Dean percer,,Shimonoseki,Yamaguchi,Japan,Eastern Asia,Asia Pacific,Home Office,TEC-MA-5515,Technology,Machines,"Okidata Receipt Printer, Red",High,Same Day,$600.30 ,5,0,$0.00 ,$78.63 
48826,SA-2015-EM4065110-42299,10/22/2015,10/26/2015,EM-4065110,Erin Mull,,Mecca,Makkah,Saudi Arabia,Western Asia,Asia Pacific,Consumer,TEC-CO-3598,Technology,Copiers,"Brother Fax Machine, Laser",Medium,Second Class,$637.08 ,2,0,$261.18 ,$78.63 
22723,IN-2014-PL1892527-41969,11/26/2014,12-03-14,PL-1892527,Paul Lucas,,Weifang,Shandong,China,Eastern Asia,Asia Pacific,Home Office,TEC-CO-5999,Technology,Copiers,"Sharp Fax Machine, High-Speed",Medium,Standard Class,"$1,175.40 ",4,0,$493.56 ,$78.63 
5603,MX-2014-JK1532593-41677,02-07-14,02-10-14,JK-1532593,Jason Klamczynski,,Managua,Managua,Nicaragua,Central America,LATAM,Corporate,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",High,Second Class,"$1,023.36 ",12,0,$184.08 ,$78.58 
4225,MX-2015-TB2159582-42158,06-03-15,06-05-15,TB-2159582,Troy Blackwell,,Guaymas,Sonora,Mexico,Central America,LATAM,Consumer,OFF-ST-4266,Office Supplies,Storage,"Fellowes Lockers, Blue",Medium,Second Class,"$1,243.98 ",9,0,$597.06 ,$78.54 
7584,MX-2014-HH1501018-41999,12/26/2014,12/30/2014,HH-1501018,Hilary Holden,,São Paulo,São Paulo,Brazil,South America,LATAM,Corporate,TEC-CO-6006,Technology,Copiers,"Sharp Personal Copier, Digital",High,Standard Class,$716.40 ,9,0.002,$242.46 ,$78.52 
33057,CA-2013-AG10900140-41522,09-05-13,09-09-13,AG-109001404,Arthur Gainer,92105,San Diego,California,United States,Western US,USCA,Consumer,FUR-BO-5945,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Medium,Standard Class,$411.33 ,4,0.15,($4.84),$29.88 
4357,MX-2014-MP1817518-41921,10-09-14,10-10-14,MP-1817518,Mike Pelletier,,Aracaju,Sergipe,Brazil,South America,LATAM,Home Office,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",Critical,First Class,$325.36 ,2,0,$149.64 ,$78.50 
9240,MX-2012-SW2075593-41250,12-07-12,12/13/2012,SW-2075593,Steven Ward,,Matagalpa,Matagalpa,Nicaragua,Central America,LATAM,Corporate,TEC-PH-5352,Technology,Phones,"Nokia Signal Booster, VoIP",Low,Standard Class,$910.60 ,10,0,$118.20 ,$78.50 
25174,IN-2015-LS1723078-42251,09-04-15,09-08-15,LS-1723078,Lycoris Saunders,,Seremban,Negeri Sembilan,Malaysia,Southeastern Asia,Asia Pacific,Consumer,TEC-CO-3606,Technology,Copiers,"Brother Personal Copier, High-Speed",High,Standard Class,$564.36 ,4,0,$242.64 ,$78.49 
24923,IN-2015-KF162857-42115,4/21/2015,4/25/2015,KF-162857,Karen Ferguson,,Sydney,New South Wales,Australia,Oceania,Asia Pacific,Home Office,TEC-AC-5873,Technology,Accessories,"SanDisk Memory Card, Erganomic",High,Standard Class,$793.58 ,8,0.1,($8.98),$78.48 
117,MX-2015-SS2041018-42336,11/28/2015,12-02-15,SS-2041018,Shahid Shariari,,Curitiba,Parana,Brazil,South America,LATAM,Consumer,TEC-PH-3817,Technology,Phones,"Cisco Speaker Phone, VoIP",Medium,Second Class,$461.90 ,5,0,$101.60 ,$78.48 
5296,MX-2015-BH1171018-42299,10/22/2015,10/26/2015,BH-1171018,Brosina Hoffman,,Cabo de Santo Agostinho,Pernambuco,Brazil,South America,LATAM,Consumer,TEC-CO-3680,Technology,Copiers,"Canon Copy Machine, High-Speed",Medium,Standard Class,$866.06 ,5,0.002,$232.56 ,$78.46 
6306,MX-2014-GT1471031-41787,5/28/2014,5/30/2014,GT-1471031,Greg Tran,,Holguín,Holguín,Cuba,Caribbean,LATAM,Consumer,TEC-CO-4775,Technology,Copiers,"HP Fax Machine, High-Speed",High,Second Class,$396.72 ,2,0.002,$70.72 ,$78.45 
40458,CA-2014-AG10900140-41982,12-09-14,12/13/2014,AG-109001402,Arthur Gainer,54703,Eau Claire,Wisconsin,United States,Central US,USCA,Consumer,FUR-BO-3649,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Medium,Standard Class,$405.86 ,7,0,$32.47 ,$29.51 
13909,ES-2015-LS1724545-42032,1/28/2015,1/29/2015,LS-1724545,Lynn Smith,,Chaville,Ile-de-France,France,Western Europe,Europe,Consumer,TEC-CO-6007,Technology,Copiers,"Sharp Personal Copier, High-Speed",High,First Class,$301.41 ,3,0.15,$92.16 ,$78.45 
28588,IN-2012-SC2002066-40960,2/21/2012,2/25/2012,SC-2002066,Sam Craven,,Tokyo,Tokyo,Japan,Eastern Asia,Asia Pacific,Consumer,TEC-MA-6137,Technology,Machines,"StarTech Card Printer, Red",Medium,Standard Class,$803.25 ,5,0,$224.85 ,$78.45 
18956,ES-2015-LP1709545-42007,01-03-15,01-04-15,LP-1709545,Liz Preis,,Noisy-le-Grand,Ile-de-France,France,Western Europe,Europe,Consumer,OFF-PA-5848,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor",Critical,First Class,$249.15 ,5,0,$17.40 ,$78.44 
24452,ID-2012-RF1934527-41062,06-02-12,06-03-12,RF-1934527,Randy Ferguson,,Jiangyan,Jiangsu,China,Eastern Asia,Asia Pacific,Corporate,FUR-TA-5071,Furniture,Tables,"Lesro Wood Table, Adjustable Height",Medium,First Class,$986.20 ,3,0.3,($408.62),$78.44 
37011,CA-2015-AG10900140-42273,9/26/2015,9/30/2015,AG-109001408,Arthur Gainer,23223,Richmond,Virginia,United States,Southern US,USCA,Consumer,OFF-ST-6156,Office Supplies,Storage,Steel Personal Filing/Posting Tote,High,Standard Class,$177.55 ,5,0,$47.94 ,$20.63 
7142,MX-2012-MB1808582-41262,12/19/2012,12/22/2012,MB-1808582,Mick Brown,,San Luis Potosí,San Luis Potosí,Mexico,Central America,LATAM,Consumer,FUR-BO-3626,Furniture,Bookcases,"Bush Classic Bookcase, Pine",Critical,Second Class,$662.45 ,3,0.2,$223.55 ,$78.42 
14141,ES-2013-TH2110045-41524,09-07-13,9/14/2013,TH-2110045,Thea Hendricks,,Lyon,Auvergne-Rhône-Alpes,France,Western Europe,Europe,Consumer,TEC-CO-6007,Technology,Copiers,"Sharp Personal Copier, High-Speed",Medium,Standard Class,$703.29 ,7,0.15,$215.04 ,$78.38 
30315,IN-2013-KM1637592-41443,6/18/2013,6/21/2013,KM-1637592,Katherine Murray,,Napier,Hawke's Bay,New Zealand,Oceania,Asia Pacific,Home Office,OFF-ST-4080,Office Supplies,Storage,"Eldon Lockers, Single Width",High,First Class,$395.88 ,2,0,$71.22 ,$78.32 
15209,ES-2012-TB2162545-41262,12/19/2012,12/23/2012,TB-2162545,Trudy Brown,,Bayonne,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,Consumer,FUR-CH-5448,Furniture,Chairs,"Office Star Rocking Chair, Red",High,Second Class,$380.46 ,3,0.1,$130.98 ,$78.32 
33059,CA-2013-AG10900140-41522,09-05-13,09-09-13,AG-109001404,Arthur Gainer,92105,San Diego,California,United States,Western US,USCA,Consumer,FUR-BO-5946,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Medium,Standard Class,$293.20 ,3,0.15,($20.70),$15.48 
23609,ID-2012-JL15175130-41037,05-08-12,05-12-12,JL-15175130,James Lanier,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,Home Office,FUR-CH-5773,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",Medium,Standard Class,"$1,015.98 ",3,0.27,($278.40),$78.30 
23081,IN-2014-KH1651058-41857,08-06-14,08-10-14,KH-1651058,Keith Herrera,,Patiala,Punjab,India,Southern Asia,Asia Pacific,Consumer,FUR-TA-3337,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",Medium,Standard Class,"$2,120.79 ",7,0,$169.47 ,$78.29 
22642,IN-2013-BF1102058-41556,10-09-13,10/14/2013,BF-1102058,Barry Französisch,,Fatehpur,Rajasthan,India,Southern Asia,Asia Pacific,Corporate,TEC-MA-5512,Technology,Machines,"Okidata Printer, White",Medium,Standard Class,"$1,334.55 ",5,0,$360.30 ,$78.28 
7694,MX-2012-BD1156082-41072,06-12-12,06-12-12,BD-1156082,Brendan Dodson,,Cuajimalpa,Distrito Federal,Mexico,Central America,LATAM,Home Office,TEC-CO-3688,Technology,Copiers,"Canon Fax Machine, High-Speed",Critical,Same Day,$631.91 ,3,0.002,$87.35 ,$78.28 
41725,IZ-2013-JW522061-41527,09-10-13,9/15/2013,JW-522061,Jane Waco,,Al Hillah,Babil,Iraq,Western Asia,Asia Pacific,Corporate,FUR-TA-3765,Furniture,Tables,"Chromcraft Conference Table, Rectangular",Medium,Standard Class,$870.24 ,1,0,$304.56 ,$78.27 
29647,IN-2015-ML1775511-42007,01-03-15,01-04-15,ML-1775511,Max Ludwig,,Dhaka,Dhaka,Bangladesh,Southern Asia,Asia Pacific,Home Office,TEC-CO-4589,Technology,Copiers,"Hewlett Personal Copier, Laser",Critical,Same Day,$288.54 ,2,0,$11.52 ,$78.26 
13887,ES-2013-NP1832548-41466,07-11-13,7/15/2013,NP-1832548,Naresj Patel,,Nuremberg,Bavaria,Germany,Western Europe,Europe,Consumer,FUR-BO-5967,Furniture,Bookcases,"Sauder Library with Doors, Mobile",Medium,Standard Class,"$1,053.41 ",3,0.1,$58.46 ,$78.26 
15824,ES-2012-DL13330139-41018,4/19/2012,4/25/2012,DL-13330139,Denise Leinenbach,,Lowestoft,England,United Kingdom,Northern Europe,Europe,Consumer,TEC-PH-3817,Technology,Phones,"Cisco Speaker Phone, VoIP",Medium,Standard Class,$692.85 ,5,0,$228.60 ,$78.24 
15169,IT-2013-EM1382564-41529,09-12-13,9/14/2013,EM-1382564,Elizabeth Moffitt,,Bari,Apulia,Italy,Southern Europe,Europe,Corporate,TEC-CO-3598,Technology,Copiers,"Brother Fax Machine, Laser",Medium,Second Class,$637.08 ,2,0,$261.18 ,$78.18 
18927,IT-2012-GZ1447091-40954,2/15/2012,2/20/2012,GZ-1447091,Gary Zandusky,,Hardenberg,Overijssel,Netherlands,Western Europe,Europe,Consumer,FUR-BO-5950,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",Medium,Standard Class,$874.68 ,4,0.5,($577.32),$78.18 
20641,IN-2014-NM1852056-41682,02-12-14,2/17/2014,NM-1852056,Neoma Murray,,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,Consumer,FUR-BO-3903,Furniture,Bookcases,"Dania Library with Doors, Pine",Medium,Standard Class,"$1,091.25 ",3,0,$196.38 ,$78.16 
17855,ES-2014-MP1796545-41972,11/29/2014,12-01-14,MP-1796545,Michael Paige,,Arles,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,Corporate,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",High,Second Class,$710.96 ,4,0.1,($7.96),$78.15 
36003,CA-2014-AG10900140-41777,5/18/2014,5/19/2014,AG-109001406,Arthur Gainer,6708,Waterbury,Connecticut,United States,Eastern US,USCA,Consumer,FUR-FU-4024,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,High,First Class,$173.24 ,4,0,$17.32 ,$15.19 
17569,ES-2012-SO20335139-41157,09-05-12,09-10-12,SO-20335139,Sean O'Donnell,,Dudley,England,United Kingdom,Northern Europe,Europe,Consumer,OFF-AP-3581,Office Supplies,Appliances,"Breville Stove, White",Medium,Standard Class,"$1,119.36 ",2,0,$246.24 ,$78.15 
925,MX-2013-HF1499518-41423,5/29/2013,5/30/2013,HF-1499518,Herbert Flentye,,Balneário Camboriú,Santa Catarina,Brazil,South America,LATAM,Consumer,OFF-ST-5700,Office Supplies,Storage,"Rogers Lockers, Blue",Critical,First Class,$423.24 ,3,0,$12.66 ,$78.15 
903,MX-2014-JM1558026-41788,5/29/2014,06-02-14,JM-1558026,Jill Matthias,,Santiago,Santiago,Chile,South America,LATAM,Consumer,FUR-CH-5805,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",High,Standard Class,$454.48 ,4,0,$13.60 ,$78.13 
23981,IN-2013-NG1843058-41319,2/14/2013,2/17/2013,NG-1843058,Nathan Gelder,,Chennai,Tamil Nadu,India,Southern Asia,Asia Pacific,Consumer,FUR-CH-5759,Furniture,Chairs,"SAFCO Chairmat, Set of Two",Critical,First Class,$248.28 ,4,0,$86.88 ,$78.13 
17535,IT-2013-CC1261048-41289,1/15/2013,1/17/2013,CC-1261048,Corey Catlett,,Iserlohn,North Rhine-Westphalia,Germany,Western Europe,Europe,Corporate,FUR-CH-4702,Furniture,Chairs,"Hon Swivel Stool, Black",High,First Class,$435.29 ,3,0.1,$86.99 ,$78.08 
6342,MX-2012-RP1985536-41268,12/25/2012,12/27/2012,RP-1985536,Roy Phan,,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,LATAM,Corporate,OFF-AP-3571,Office Supplies,Appliances,"Breville Microwave, Red",High,Second Class,$321.82 ,2,0.2,($4.06),$78.08 
625,MX-2012-EB1370539-41048,5/19/2012,5/26/2012,EB-1370539,Ed Braxton,,Cuscatancingo,San Salvador,El Salvador,Central America,LATAM,Corporate,OFF-ST-5692,Office Supplies,Storage,"Rogers File Cart, Industrial",Low,Standard Class,$660.80 ,7,0,$6.58 ,$78.06 
28863,IN-2013-ME1801027-41322,2/17/2013,2/21/2013,ME-1801027,Michelle Ellison,,Yantai,Shandong,China,Eastern Asia,Asia Pacific,Corporate,FUR-CH-5441,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",Medium,Standard Class,$930.00 ,2,0,$158.10 ,$78.06 
18233,ES-2012-DO1364564-41147,8/26/2012,8/28/2012,DO-1364564,Doug O'Connell,,Brindisi,Apulia,Italy,Southern Europe,Europe,Consumer,TEC-AC-5134,Technology,Accessories,"Logitech Router, Bluetooth",Medium,Second Class,$741.96 ,3,0,$59.31 ,$78.05 
25690,IN-2014-FH1435027-41971,11/28/2014,12-04-14,FH-1435027,Fred Harton,,Guangzhou,Guangdong,China,Eastern Asia,Asia Pacific,Consumer,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",Medium,Standard Class,"$1,818.84 ",4,0,$654.72 ,$78.03 
15465,ES-2015-DG133008-42229,8/13/2015,8/17/2015,DG-133008,Deirdre Greer,,Vienna,Vienna,Austria,Western Europe,Europe,Corporate,TEC-AC-3402,Technology,Accessories,"Belkin Router, Bluetooth",High,Standard Class,$517.50 ,2,0,$20.70 ,$78.00 
14641,ES-2012-EB13705120-40941,02-02-12,02-06-12,EB-13705120,Ed Braxton,,Seville,Andalusía,Spain,Southern Europe,Europe,Corporate,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",High,Second Class,$587.41 ,1,0.1,$104.41 ,$78.00 
39483,CA-2013-AG10900140-41530,9/13/2013,9/17/2013,AG-109001402,Arthur Gainer,60623,Chicago,Illinois,United States,Central US,USCA,Consumer,FUR-CH-4428,Furniture,Chairs,"Global Value Steno Chair, Gray",Medium,Second Class,$170.07 ,4,0.3,($12.15),$14.82 
37647,CA-2015-AG10900140-42251,09-04-15,09-09-15,AG-109001402,Arthur Gainer,75217,Dallas,Texas,United States,Central US,USCA,Consumer,FUR-FU-4025,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,High,Standard Class,$108.40 ,5,0.6,($105.69),$12.23 
42648,IV-2015-PN877529-42156,06-01-15,06-03-15,PN-877529,Parhena Norris,,Bouake,Vallee Du Bandama,Cote d'Ivoire,Western Africa,Africa,Home Office,FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine",High,Second Class,$391.14 ,1,0,$195.57 ,$77.99 
32994,CA-2013-AG10900140-41635,12/27/2013,12/31/2013,AG-109001404,Arthur Gainer,90008,Los Angeles,California,United States,Western US,USCA,Consumer,OFF-AP-3374,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,High,Standard Class,$106.96 ,2,0,$31.02 ,$11.51 
222,MX-2013-MH1762082-41612,12-04-13,12-07-13,MH-1762082,Matt Hagelstein,,Toluca,México,Mexico,Central America,LATAM,Corporate,OFF-AP-4733,Office Supplies,Appliances,"Hoover Microwave, White",Medium,Second Class,$818.08 ,4,0,$8.16 ,$77.98 
20178,ES-2015-MR1754548-42218,08-02-15,08-07-15,MR-1754548,Mathew Reese,,Krefeld,North Rhine-Westphalia,Germany,Western Europe,Europe,Home Office,TEC-CO-3683,Technology,Copiers,"Canon Fax and Copier, Digital",Medium,Standard Class,"$1,336.86 ",7,0,$147.00 ,$77.97 
36001,CA-2014-AG10900140-41777,5/18/2014,5/19/2014,AG-109001406,Arthur Gainer,6708,Waterbury,Connecticut,United States,Eastern US,USCA,Consumer,OFF-SU-2972,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,High,First Class,$65.17 ,7,0,$18.90 ,$10.89 
30845,ID-2012-AH100757-41163,09-11-12,9/15/2012,AH-100757,Adam Hart,,Melton,Victoria,Australia,Oceania,Asia Pacific,Corporate,TEC-MA-5007,Technology,Machines,"Konica Inkjet, White",Medium,Second Class,$745.42 ,4,0.4,($211.22),$77.95 
22422,IN-2014-BG110357-41735,04-06-14,04-10-14,BG-110357,Barry Gonzalez,,Sydney,New South Wales,Australia,Oceania,Asia Pacific,Consumer,FUR-CH-4561,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable",High,Second Class,$657.40 ,4,0.1,($29.24),$77.94 
13885,ES-2013-NP1832548-41466,07-11-13,7/15/2013,NP-1832548,Naresj Patel,,Nuremberg,Bavaria,Germany,Western Europe,Europe,Consumer,OFF-ST-5700,Office Supplies,Storage,"Rogers Lockers, Blue",Medium,Standard Class,$761.83 ,4,0.1,($25.49),$77.94 
12353,IT-2015-ND1846096-42223,08-07-15,08-10-15,ND-1846096,Neil Ducich,,Drammen,Buskerud,Norway,Northern Europe,Europe,Corporate,OFF-ST-4079,Office Supplies,Storage,"Eldon Lockers, Industrial",High,Second Class,$595.17 ,3,0,$291.60 ,$77.94 
20060,ES-2014-LE16810120-41719,3/21/2014,3/23/2014,LE-16810120,Laurel Elliston,,Santander,Cantabria,Spain,Southern Europe,Europe,Consumer,FUR-BO-5973,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",Medium,Second Class,$585.12 ,4,0,$87.72 ,$77.93 
32995,CA-2013-AG10900140-41635,12/27/2013,12/31/2013,AG-109001404,Arthur Gainer,90008,Los Angeles,California,United States,Western US,USCA,Consumer,OFF-LA-3217,Office Supplies,Labels,Avery 497,High,Standard Class,$21.56 ,7,0,$10.35 ,$4.27 
46252,EG-2014-EB370538-41971,11/28/2014,12-05-14,EB-370538,Ed Braxton,,Cairo,Al Qahirah,Egypt,North Africa,Africa,Corporate,FUR-BO-3627,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",Low,Standard Class,$825.36 ,2,0,$338.34 ,$77.92 
46096,SA-2013-NR8550110-41496,08-10-13,08-12-13,NR-8550110,Nick Radford,,Jeddah,Makkah,Saudi Arabia,Western Asia,Asia Pacific,Consumer,TEC-AC-5894,Technology,Accessories,"SanDisk Router, Bluetooth",High,First Class,$512.70 ,2,0,$199.92 ,$77.92 
11693,ES-2014-IM15070139-41809,6/19/2014,6/24/2014,IM-15070139,Irene Maddox,,Leeds,England,United Kingdom,Northern Europe,Europe,Consumer,FUR-TA-3766,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage",Medium,Standard Class,$872.67 ,1,0,$61.08 ,$77.89 
27951,IN-2014-TB2105527-41872,8/21/2014,8/27/2014,TB-2105527,Ted Butterfield,,Guangzhou,Guangdong,China,Eastern Asia,Asia Pacific,Consumer,FUR-BO-4858,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",Medium,Standard Class,"$1,373.52 ",8,0,$54.72 ,$77.88 
11367,IT-2014-FW1439548-41902,9/20/2014,9/27/2014,FW-1439548,Fred Wasserman,,Wetzlar,Hesse,Germany,Western Europe,Europe,Corporate,TEC-CO-3689,Technology,Copiers,"Canon Fax Machine, Laser",Low,Standard Class,$955.17 ,3,0,$95.49 ,$77.87 
36002,CA-2014-AG10900140-41777,5/18/2014,5/19/2014,AG-109001406,Arthur Gainer,6708,Waterbury,Connecticut,United States,Eastern US,USCA,Consumer,OFF-LA-3241,Office Supplies,Labels,Avery 519,High,First Class,$14.62 ,2,0,$6.87 ,$3.28 
40122,CA-2013-AG10900140-41627,12/19/2013,12/22/2013,AG-109001406,Arthur Gainer,19134,Philadelphia,Pennsylvania,United States,Eastern US,USCA,Consumer,OFF-LA-3192,Office Supplies,Labels,Avery 474,Critical,First Class,$6.91 ,3,0.2,$2.51 ,$2.00 
190,MX-2014-CR1273028-41993,12/20/2014,12/22/2014,CR-1273028,Craig Reiter,,Soacha,Cundinamarca,Colombia,South America,LATAM,Consumer,FUR-TA-4648,Furniture,Tables,"Hon Conference Table, with Bottom Storage",Medium,First Class,$982.91 ,2,0.2,($12.29),$77.86 
3187,MX-2012-BS1159039-41145,8/24/2012,8/29/2012,BS-1159039,Brendan Sweed,,Mejicanos,San Salvador,El Salvador,Central America,LATAM,Corporate,FUR-BO-5972,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",Medium,Standard Class,$796.48 ,8,0,$270.72 ,$77.85 
49349,UP-2012-TC10980137-41203,10/21/2012,10/23/2012,TC-10980137,Tamara Chand,,Kharkiv,Kharkiv,Ukraine,Eastern Europe,Europe,Corporate,TEC-CO-6001,Technology,Copiers,"Sharp Ink, Color",Medium,First Class,$503.40 ,4,0,$236.52 ,$77.85 
29288,IN-2012-RF1973588-41100,07-10-12,7/15/2012,RF-1973588,Roland Fjeld,,Yangon,Yangon,Myanmar (Burma),Southeastern Asia,Asia Pacific,Consumer,TEC-CO-5990,Technology,Copiers,"Sharp Copy Machine, Color",High,Second Class,$455.19 ,3,0.37,($151.77),$77.84 
12262,IT-2014-BK1126091-41656,1/17/2014,1/21/2014,BK-1126091,Berenike Kampe,,Oosterhout,North Brabant,Netherlands,Western Europe,Europe,Consumer,TEC-PH-5246,Technology,Phones,"Motorola Audio Dock, Cordless",High,Standard Class,$528.66 ,6,0.5,($253.80),$77.79 
18864,ES-2012-TB215958-41234,11/21/2012,11/26/2012,TB-215958,Troy Blackwell,,Vienna,Vienna,Austria,Western Europe,Europe,Consumer,OFF-ST-5693,Office Supplies,Storage,"Rogers File Cart, Single Width",High,Standard Class,$426.24 ,3,0,$68.13 ,$77.77 
